"","taxID","SpeciesName","AccNum","SeqName","SeqLen"
"176","38241","Globicephala macrorhynchus","OQ302786.1","Globicephala macrorhynchus voucher YL20070329-1 cytochrome b (cytb) gene, complete cds; mitochondrial","1140"
"177","37035","Cephalorhynchus hectori",NA,NA,NA
"178","37034","Balaenopteridae gen. sp.",NA,NA,NA
"179","34892","Neophocaena phocaenoides","KY542096.1","Neophocaena phocaenoides isolate FP01 cytochrome b (cytb) gene, partial cds; mitochondrial","704"
"180","34891","Neophocaena","KY542096.1","Neophocaena phocaenoides isolate FP01 cytochrome b (cytb) gene, partial cds; mitochondrial","704"
"181","34890","Phocoena dioptrica",NA,NA,NA
"182","33556","Balaenoptera bonaerensis","KU215791.1","Balaenoptera bonaerensis voucher SEFSC:MMMGL:26Bbon001 tRNA-Glu gene, partial sequence; and cytochrome b (cytb) gene, partial cds; mitochondrial","667"
"183","30558","Balaenidae","MW711000.1","Eubalaena glacialis voucher MMB0329 cytochrome b (cytb) gene, partial cds; mitochondrial","227"
"184","30557","Balaenoptera sp.",NA,NA,NA
"185","29074","Stenella plagiodon",NA,NA,NA
"186","27617","Mesoplodon peruvianus",NA,NA,NA
"187","27616","Mesoplodon europaeus",NA,NA,NA
"188","27615","Kogia breviceps","OR399902.1","Kogia breviceps isolate KbSA87/06 cytochrome b (cytb) gene, partial cds; mitochondrial","294"
"189","27614","Phocoena spinipinnis","HM572306.1","Phocoena spinipinnis isolate B94 cytochrome b (cytb) gene, partial cds; mitochondrial","690"
"190","27613","Lissodelphis peronii",NA,NA,NA
"191","27612","Lissodelphis",NA,NA,NA
"192","27610","Lagenorhynchus albirostris",NA,NA,NA
"193","27609","Lagenorhynchus",NA,NA,NA
"194","27608","Cephalorhynchus eutropia",NA,NA,NA
"195","27607","Cephalorhynchus",NA,NA,NA
"196","27606","Eubalaena glacialis","MW711000.1","Eubalaena glacialis voucher MMB0329 cytochrome b (cytb) gene, partial cds; mitochondrial","227"
"197","27605","Eubalaena","MW711000.1","Eubalaena glacialis voucher MMB0329 cytochrome b (cytb) gene, partial cds; mitochondrial","227"
"198","27604","Caperea marginata",NA,NA,NA
"199","27603","Caperea",NA,NA,NA
"200","27602","Balaena mysticetus","KF056914.1","Balaena mysticetus haplotype hpcb05 cytochrome b (Cytb) gene, complete cds; mitochondrial","1140"
"201","27601","Balaena","KF056914.1","Balaena mysticetus haplotype hpcb05 cytochrome b (Cytb) gene, complete cds; mitochondrial","1140"
"202","9773","Megaptera novaeangliae","OR146992.1","Megaptera novaeangliae isolate A0031 cytochrome b (CYTB) gene, partial cds; mitochondrial","244"
"203","9772","Megaptera","OR146992.1","Megaptera novaeangliae isolate A0031 cytochrome b (CYTB) gene, partial cds; mitochondrial","244"
"204","9771","Balaenoptera musculus","PV610717.1","Balaenoptera musculus isolate MBS-Bamu-001 cytochrome b (CYTB) gene, partial cds; mitochondrial","425"
"205","9770","Balaenoptera physalus","OR146987.1","Balaenoptera physalus isolate A0009 cytochrome b (CYTB) gene, partial cds; mitochondrial","296"
"206","9769","Balaenoptera edeni","MW984422.1","Balaenoptera edeni isolate WZD201903 cytochrome b (cytb) gene, partial cds; mitochondrial","650"
"207","9768","Balaenoptera borealis","KJ586851.1","Balaenoptera borealis voucher SEFSC:MMMGL:Bbor001 cytochrome b (cytb) gene, complete cds; mitochondrial","1140"
"208","9767","Balaenoptera acutorostrata","KJ586850.1","Balaenoptera acutorostrata voucher SEFSC:MMMGL:Bacu001 cytochrome b (cytb) gene, complete cds; mitochondrial","1140"
"209","9766","Balaenoptera","PV610717.1","Balaenoptera musculus isolate MBS-Bamu-001 cytochrome b (CYTB) gene, partial cds; mitochondrial","425"
"210","9765","Balaenopteridae","PV610717.1","Balaenoptera musculus isolate MBS-Bamu-001 cytochrome b (CYTB) gene, partial cds; mitochondrial","425"
"211","9764","Eschrichtius robustus","OR146991.1","Eschrichtius robustus isolate A0026 cytochrome b (CYTB) gene, partial cds; mitochondrial","241"
"212","9763","Eschrichtius","OR146991.1","Eschrichtius robustus isolate A0026 cytochrome b (CYTB) gene, partial cds; mitochondrial","241"
"213","9762","Eschrichtiidae","OR146991.1","Eschrichtius robustus isolate A0026 cytochrome b (CYTB) gene, partial cds; mitochondrial","241"
"214","9761","Mysticeti","PV610717.1","Balaenoptera musculus isolate MBS-Bamu-001 cytochrome b (CYTB) gene, partial cds; mitochondrial","425"
"215","9760","Ziphius cavirostris","OR146990.1","Ziphius cavirostris isolate A0023 cytochrome b (CYTB) gene, partial cds; mitochondrial","295"
"216","9759","Ziphius","OR146990.1","Ziphius cavirostris isolate A0023 cytochrome b (CYTB) gene, partial cds; mitochondrial","295"
"217","9758","Mesoplodon carlhubbsi",NA,NA,NA
"218","9757","Mesoplodon","PV029739.1","Mesoplodon ginkgodens cytochrome b (cytb) gene, partial cds; mitochondrial","416"
"219","9756","Ziphiidae","PV029739.1","Mesoplodon ginkgodens cytochrome b (cytb) gene, partial cds; mitochondrial","416"
"220","9755","Physeter macrocephalus","DQ270181.1","Physeter catodon isolate CHW1 cytochrome b (cytb) gene, partial cds; mitochondrial","172"
"221","9753","Physeter","DQ270181.1","Physeter catodon isolate CHW1 cytochrome b (cytb) gene, partial cds; mitochondrial","172"
"222","9752","Kogia sima","PP541713.1","Kogia sima isolate KSb cytochrome b (CYTB) gene, partial cds; mitochondrial","398"
"223","9751","Kogia","PP541713.1","Kogia sima isolate KSb cytochrome b (CYTB) gene, partial cds; mitochondrial","398"
"224","9750","Physeteridae","PP541713.1","Kogia sima isolate KSb cytochrome b (CYTB) gene, partial cds; mitochondrial","398"
"225","9749","Delphinapterus leucas","MF919132.1","Delphinapterus leucas haplotype cb06 cytochrome b (cytb) gene, complete cds; mitochondrial","1140"
"226","9748","Delphinapterus","MF919132.1","Delphinapterus leucas haplotype cb06 cytochrome b (cytb) gene, complete cds; mitochondrial","1140"
"227","9747","Monodontidae","MF919132.1","Delphinapterus leucas haplotype cb06 cytochrome b (cytb) gene, complete cds; mitochondrial","1140"
"228","9745","Phocoenoides dalli dalli",NA,NA,NA
"229","9744","Phocoenoides dalli",NA,NA,NA
"230","9743","Phocoenoides",NA,NA,NA
"231","9742","Phocoena phocoena","MN330617.1","Phocoena phocoena isolate 29PHR cytochrome b (cytb) gene, partial cds; mitochondrial","148"
"232","9741","Phocoena","MN330617.1","Phocoena phocoena isolate 29PHR cytochrome b (cytb) gene, partial cds; mitochondrial","148"
"233","9740","Phocoenidae","MN330617.1","Phocoena phocoena isolate 29PHR cytochrome b (cytb) gene, partial cds; mitochondrial","148"
"234","9739","Tursiops truncatus","OQ865173.1","Tursiops truncatus isolate QKM55084 tRNA-Glu gene, partial sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial","436"
"235","9738","Tursiops","OQ865173.1","Tursiops truncatus isolate QKM55084 tRNA-Glu gene, partial sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial","436"
"236","9737","Stenella coeruleoalba","ON959819.1","Stenella coeruleoalba isolate 28SS1 cytochrome b (cytb) gene, partial cds; mitochondrial","421"
"237","9736","Stenella longirostris","OQ302781.1","Stenella longirostris voucher YL0236 cytochrome b (cytb) gene, complete cds; mitochondrial","1140"
"238","9735","Stenella attenuata","OQ865172.1","Stenella attenuata isolate QKM55101 tRNA-Glu gene, partial sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial","436"
"239","9734","Stenella","OQ865172.1","Stenella attenuata isolate QKM55101 tRNA-Glu gene, partial sequence; and cytochrome b (CYTB) gene, partial cds; mitochondrial","436"
"240","9733","Orcinus orca","KM016873.1","Orcinus orca isolate 095 cytochrome b (CytB) gene, complete cds; and tRNA-Thr gene, partial sequence; mitochondrial","1193"
"241","9732","Orcinus","KM016873.1","Orcinus orca isolate 095 cytochrome b (CytB) gene, complete cds; and tRNA-Thr gene, partial sequence; mitochondrial","1193"
"242","9731","Globicephala melas","MN330615.1","Globicephala melas isolate 05GMO cytochrome b (cytb) gene, partial cds; mitochondrial","148"
"243","9729","Globicephala","OQ302786.1","Globicephala macrorhynchus voucher YL20070329-1 cytochrome b (cytb) gene, complete cds; mitochondrial","1140"
"244","9728","Delphinus delphis","OQ302782.1","Delphinus delphis voucher TP20070619 cytochrome b (cytb) gene, complete cds; mitochondrial","1140"
"245","9727","Delphinus","OQ302782.1","Delphinus delphis voucher TP20070619 cytochrome b (cytb) gene, complete cds; mitochondrial","1140"
"246","9726","Delphinidae","OR545836.1","Sousa plumbea isolate SP-01/23 cytochrome b (CYTB) gene, partial cds; tRNA-Thr and tRNA-Pro genes, D-loop, and tRNA-Phe gene, complete sequence; and 12S ribosomal RNA gene, partial sequence; mitochondrial","1693"
"247","9725","Inia geoffrensis","AF521112.1","Inia geoffrensis geoffrensis isolate PT13 cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product","600"
"248","9724","Inia","KU882049.1","Inia araguaiaensis isolate MJ27_TOC cytochrome b (cytb) gene, complete cds; mitochondrial","1140"
"249","9723","Platanistidae","PQ212750.1","Platanista gangetica isolate CIFRI.DOLP-1 cytochrome b (cytb) gene, partial cds; mitochondrial","359"
"250","9722","Odontoceti","PV029739.1","Mesoplodon ginkgodens cytochrome b (cytb) gene, partial cds; mitochondrial","416"
"251","9721","Cetacea","PV029739.1","Mesoplodon ginkgodens cytochrome b (cytb) gene, partial cds; mitochondrial","416"
