"","taxID","SpeciesName","AccNum","SeqName","SeqLen"
"53","1087192","Sousa sp. HK7",NA,NA,NA
"54","1087191","Sousa sp. HK6",NA,NA,NA
"55","1087190","Sousa sp. HK5",NA,NA,NA
"56","1087189","Sousa sp. HK4",NA,NA,NA
"57","1087188","Sousa sp. HK3",NA,NA,NA
"58","1087187","Sousa sp. HK2",NA,NA,NA
"59","1087186","Sousa sp. HK1",NA,NA,NA
"60","1087185","Sousa sp. AUS5",NA,NA,NA
"61","1087184","Sousa sp. AUS4",NA,NA,NA
"62","1087183","Sousa sp. AUS3",NA,NA,NA
"63","1087182","Sousa sp. AUS2",NA,NA,NA
"64","1087181","Sousa sp. AUS1",NA,NA,NA
"65","1086039","Tursiops australis",NA,NA,NA
"66","1085636","Tursiops sp. CHF-2011",NA,NA,NA
"67","1085635","Sousa sp. CHF-2011",NA,NA,NA
"68","974257","Cetacea sp. BOLD:AAN3889",NA,NA,NA
"69","816560","Cetacea sp. BOLD:AAG1886",NA,NA,NA
"70","727676","unclassified Cetacea",NA,NA,NA
"71","682059","Orcaella heinsohni",NA,NA,NA
"72","656111","Globicephala sp. EECT-2009a",NA,NA,NA
"73","511736","Sousa teuszii",NA,NA,NA
"74","487985","Balaenoptera acutorostrata subsp. unnamed",NA,NA,NA
"75","469900","Tursiops sp. SWFSC Z34066",NA,NA,NA
"76","468686","Sousa sp. NA026",NA,NA,NA
"77","468685","Sousa sp. NA025",NA,NA,NA
"78","468684","Sousa sp. NA005",NA,NA,NA
"79","468683","Sousa sp. NA002",NA,NA,NA
"80","468682","Sousa sp. HK020",NA,NA,NA
"81","468681","Sousa sp. HK017",NA,NA,NA
"82","468680","Sousa sp. HK016",NA,NA,NA
"83","468679","Sousa sp. HK015",NA,NA,NA
"84","468678","Sousa sp. AU005",NA,NA,NA
"85","468677","Sousa sp. AU004",NA,NA,NA
"86","468676","Sousa sp. AU003",NA,NA,NA
"87","468675","Sousa sp. AU002",NA,NA,NA
"88","468674","Sousa sp. AU001",NA,NA,NA
"89","436502","Tursiops sp. KB-2007",NA,NA,NA
"90","420362","Sotalia sp. SSC-2007",NA,NA,NA
"91","338729","Sotalia guianensis",NA,NA,NA
"92","323442","Stenella longirostris centroamericana",NA,NA,NA
"93","323441","Stenella longirostris longirostris",NA,NA,NA
"94","321137","Tursiops sp. AN-2005",NA,NA,NA
"95","310752","Balaenoptera acutorostrata scammoni",NA,NA,NA
"96","302098","Eubalaena japonica",NA,NA,NA
"97","272214","Mesoplodon ginkgodens",NA,NA,NA
"98","255365","Balaenoptera brydei",NA,NA,NA
"99","255217","Balaenoptera omurai",NA,NA,NA
"100","226940","Neobalaenidae",NA,NA,NA
"101","224732","Phocoena phocoena x Phocoenoides dalli",NA,NA,NA
"102","224731","Phocoena phocoena vomerina",NA,NA,NA
"103","221924","Indopacetus pacificus",NA,NA,NA
"104","221923","Indopacetus",NA,NA,NA
"105","200929","Mesoplodon traversii",NA,NA,NA
"106","197540","Iniidae",NA,NA,NA
"107","197539","Pontoporiidae",NA,NA,NA
"108","196388","Lissodelphis sp.",NA,NA,NA
"109","189058","Neophocaena asiaeorientalis",NA,NA,NA
"110","187411","Mesoplodon perrini",NA,NA,NA
"111","160595","Eubalaena australis",NA,NA,NA
"112","158747","Stenella longirostris orientalis",NA,NA,NA
"113","152705","Tursiops truncatus gephyreus",NA,NA,NA
"114","149090","Inia geoffrensis geoffrensis",NA,NA,NA
"115","149089","Inia boliviensis",NA,NA,NA
"116","139690","Globicephala sp. IIC2000",NA,NA,NA
"117","119500","Lipotidae","XM_007467057.1","PREDICTED: Lipotes vexillifer solute carrier family 26 (anion exchanger), member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"118","118798","Platanista gangetica",NA,NA,NA
"119","118797","Lipotes vexillifer","XM_007467057.1","PREDICTED: Lipotes vexillifer solute carrier family 26 (anion exchanger), member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"120","118796","Lipotes","XM_007467057.1","PREDICTED: Lipotes vexillifer solute carrier family 26 (anion exchanger), member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"121","103600","Sousa chinensis",NA,NA,NA
"122","103599","Sousa",NA,NA,NA
"123","103598","Sotalia fluviatilis",NA,NA,NA
"124","103597","Sotalia",NA,NA,NA
"125","103596","Peponocephala electra",NA,NA,NA
"126","103595","Peponocephala",NA,NA,NA
"127","103594","Lagenodelphis hosei",NA,NA,NA
"128","103593","Lagenodelphis",NA,NA,NA
"129","103592","Feresa attenuata",NA,NA,NA
"130","103591","Feresa",NA,NA,NA
"131","103590","Stenella frontalis",NA,NA,NA
"132","103589","Stenella clymene",NA,NA,NA
"133","103588","Lissodelphis borealis",NA,NA,NA
"134","103585","Delphinus tropicalis",NA,NA,NA
"135","103584","Delphinus capensis",NA,NA,NA
"136","103583","Cephalorhynchus heavisidii",NA,NA,NA
"137","103582","Cephalorhynchus commersonii",NA,NA,NA
"138","86033","Platanista indi",NA,NA,NA
"139","85550","Balaenoptera musculus x Balaenoptera physalus",NA,NA,NA
"140","83653","Grampus griseus","GU219840.1","Grampus griseus prestin (SLC26A5) gene, complete cds","3926"
"141","83652","Grampus","GU219840.1","Grampus griseus prestin (SLC26A5) gene, complete cds","3926"
"142","82174","Pseudorca crassidens",NA,NA,NA
"143","82173","Pseudorca",NA,NA,NA
"144","79784","Tursiops aduncus",NA,NA,NA
"145","77568","Globicephala sp.",NA,NA,NA
"146","74480","Ziphiidae sp.",NA,NA,NA
"147","74395","Mesoplodon layardii",NA,NA,NA
"148","74394","Mesoplodon grayi",NA,NA,NA
"149","74393","Mesoplodon bowdoini",NA,NA,NA
"150","74392","Hyperoodon planifrons",NA,NA,NA
"151","74391","Berardius arnuxii",NA,NA,NA
"152","52116","Tasmacetus shepherdi",NA,NA,NA
"153","52115","Tasmacetus",NA,NA,NA
"154","52114","Mesoplodon stejnegeri",NA,NA,NA
"155","52113","Mesoplodon mirus",NA,NA,NA
"156","52112","Mesoplodon hectori",NA,NA,NA
"157","49273","Delphinidae gen. sp.",NA,NA,NA
"158","49272","unclassified Delphinidae",NA,NA,NA
"159","48752","Platanista minor",NA,NA,NA
"160","48750","Platanista",NA,NA,NA
"161","48747","Orcaella brevirostris",NA,NA,NA
"162","48746","Orcaella",NA,NA,NA
"163","48745","Mesoplodon bidens",NA,NA,NA
"164","48744","Hyperoodon ampullatus","HQ176005.1","Hyperoodon ampullatus prestin (SLC26A5) gene, complete cds","3926"
"165","48743","Hyperoodon","HQ176005.1","Hyperoodon ampullatus prestin (SLC26A5) gene, complete cds","3926"
"166","48742","Berardius bairdii",NA,NA,NA
"167","48741","Berardius",NA,NA,NA
"168","48723","Pontoporia blainvillei",NA,NA,NA
"169","48722","Pontoporia",NA,NA,NA
"170","48708","Mesoplodon densirostris","XM_060107594.1","PREDICTED: Mesoplodon densirostris solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","3419"
"171","46167","Steno bredanensis",NA,NA,NA
"172","46166","Steno",NA,NA,NA
"173","42100","Phocoena sinus",NA,NA,NA
"174","40151","Monodon monoceros","XM_029233635.1","PREDICTED: Monodon monoceros solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","2449"
"175","40150","Monodon","XM_029233635.1","PREDICTED: Monodon monoceros solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","2449"
"176","38241","Globicephala macrorhynchus",NA,NA,NA
"177","37035","Cephalorhynchus hectori",NA,NA,NA
"178","37034","Balaenopteridae gen. sp.",NA,NA,NA
"179","34892","Neophocaena phocaenoides",NA,NA,NA
"180","34891","Neophocaena",NA,NA,NA
"181","34890","Phocoena dioptrica",NA,NA,NA
"182","33556","Balaenoptera bonaerensis",NA,NA,NA
"183","30558","Balaenidae","XM_061197625.1","PREDICTED: Eubalaena glacialis solute carrier family 26 member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"184","30557","Balaenoptera sp.",NA,NA,NA
"185","29074","Stenella plagiodon",NA,NA,NA
"186","27617","Mesoplodon peruvianus",NA,NA,NA
"187","27616","Mesoplodon europaeus",NA,NA,NA
"188","27615","Kogia breviceps","XM_067041698.1","PREDICTED: Kogia breviceps solute carrier family 26 member 5 (SLC26A5), transcript variant X5, mRNA","1344"
"189","27614","Phocoena spinipinnis",NA,NA,NA
"190","27613","Lissodelphis peronii",NA,NA,NA
"191","27612","Lissodelphis",NA,NA,NA
"192","27610","Lagenorhynchus albirostris","XM_060156200.1","PREDICTED: Lagenorhynchus albirostris solute carrier family 26 member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"193","27609","Lagenorhynchus","XM_060156200.1","PREDICTED: Lagenorhynchus albirostris solute carrier family 26 member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"194","27608","Cephalorhynchus eutropia",NA,NA,NA
"195","27607","Cephalorhynchus",NA,NA,NA
"196","27606","Eubalaena glacialis","XM_061197625.1","PREDICTED: Eubalaena glacialis solute carrier family 26 member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"197","27605","Eubalaena","XM_061197625.1","PREDICTED: Eubalaena glacialis solute carrier family 26 member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"198","27604","Caperea marginata",NA,NA,NA
"199","27603","Caperea",NA,NA,NA
"200","27602","Balaena mysticetus","GU217588.1","Balaena mysticetus prestin (SLC26A5) gene, partial cds","152"
"201","27601","Balaena","GU217588.1","Balaena mysticetus prestin (SLC26A5) gene, partial cds","152"
"202","9773","Megaptera novaeangliae","GU219841.1","Megaptera novaeangliae prestin (SLC26A5) gene, complete cds","3926"
"203","9772","Megaptera","GU219841.1","Megaptera novaeangliae prestin (SLC26A5) gene, complete cds","3926"
"204","9771","Balaenoptera musculus","XM_036863526.1","PREDICTED: Balaenoptera musculus solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","2293"
"205","9770","Balaenoptera physalus","GU219838.1","Balaenoptera physalus prestin (SLC26A5) gene, complete cds","3926"
"206","9769","Balaenoptera edeni",NA,NA,NA
"207","9768","Balaenoptera borealis",NA,NA,NA
"208","9767","Balaenoptera acutorostrata","XM_007177315.2","PREDICTED: Balaenoptera acutorostrata solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","2312"
"209","9766","Balaenoptera","XM_007177315.2","PREDICTED: Balaenoptera acutorostrata solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","2312"
"210","9765","Balaenopteridae","XM_007177315.2","PREDICTED: Balaenoptera acutorostrata solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","2312"
"211","9764","Eschrichtius robustus","XM_068549921.1","PREDICTED: Eschrichtius robustus solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","2130"
"212","9763","Eschrichtius","XM_068549921.1","PREDICTED: Eschrichtius robustus solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","2130"
"213","9762","Eschrichtiidae","XM_068549921.1","PREDICTED: Eschrichtius robustus solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","2130"
"214","9761","Mysticeti","XM_068549921.1","PREDICTED: Eschrichtius robustus solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","2130"
"215","9760","Ziphius cavirostris","HQ176007.1","Ziphius cavirostris prestin (SLC26A5) gene, complete cds","3926"
"216","9759","Ziphius","HQ176007.1","Ziphius cavirostris prestin (SLC26A5) gene, complete cds","3926"
"217","9758","Mesoplodon carlhubbsi",NA,NA,NA
"218","9757","Mesoplodon","XM_060107594.1","PREDICTED: Mesoplodon densirostris solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","3419"
"219","9756","Ziphiidae","XM_060107594.1","PREDICTED: Mesoplodon densirostris solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","3419"
"220","9755","Physeter macrocephalus","XM_028490154.2","PREDICTED: Physeter macrocephalus solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","3584"
"221","9753","Physeter","XM_028490154.2","PREDICTED: Physeter macrocephalus solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","3584"
"222","9752","Kogia sima",NA,NA,NA
"223","9751","Kogia","XM_067041698.1","PREDICTED: Kogia breviceps solute carrier family 26 member 5 (SLC26A5), transcript variant X5, mRNA","1344"
"224","9750","Physeteridae","XM_028490154.2","PREDICTED: Physeter macrocephalus solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","3584"
"225","9749","Delphinapterus leucas","XM_022554420.1","PREDICTED: Delphinapterus leucas solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","1624"
"226","9748","Delphinapterus","XM_022554420.1","PREDICTED: Delphinapterus leucas solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","1624"
"227","9747","Monodontidae","XM_022554420.1","PREDICTED: Delphinapterus leucas solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","1624"
"228","9745","Phocoenoides dalli dalli",NA,NA,NA
"229","9744","Phocoenoides dalli",NA,NA,NA
"230","9743","Phocoenoides",NA,NA,NA
"231","9742","Phocoena phocoena","XM_065884126.1","PREDICTED: Phocoena phocoena solute carrier family 26 member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"232","9741","Phocoena","XM_065884126.1","PREDICTED: Phocoena phocoena solute carrier family 26 member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"233","9740","Phocoenidae","XM_065884126.1","PREDICTED: Phocoena phocoena solute carrier family 26 member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"234","9739","Tursiops truncatus","GU219844.1","Tursiops truncatus prestin (SLC26A5) gene, exons 7, 10 and partial cds","413"
"235","9738","Tursiops","GU219844.1","Tursiops truncatus prestin (SLC26A5) gene, exons 7, 10 and partial cds","413"
"236","9737","Stenella coeruleoalba",NA,NA,NA
"237","9736","Stenella longirostris",NA,NA,NA
"238","9735","Stenella attenuata",NA,NA,NA
"239","9734","Stenella",NA,NA,NA
"240","9733","Orcinus orca",NA,NA,NA
"241","9732","Orcinus",NA,NA,NA
"242","9731","Globicephala melas","XM_060305053.1","PREDICTED: Globicephala melas solute carrier family 26 member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"243","9729","Globicephala","XM_060305053.1","PREDICTED: Globicephala melas solute carrier family 26 member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"244","9728","Delphinus delphis","XM_060019855.1","PREDICTED: Delphinus delphis solute carrier family 26 member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"245","9727","Delphinus","XM_060019855.1","PREDICTED: Delphinus delphis solute carrier family 26 member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"246","9726","Delphinidae","XM_060305053.1","PREDICTED: Globicephala melas solute carrier family 26 member 5 (SLC26A5), transcript variant X3, mRNA","1344"
"247","9725","Inia geoffrensis",NA,NA,NA
"248","9724","Inia",NA,NA,NA
"249","9723","Platanistidae",NA,NA,NA
"250","9722","Odontoceti","XM_028490154.2","PREDICTED: Physeter macrocephalus solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","3584"
"251","9721","Cetacea","XM_028490154.2","PREDICTED: Physeter macrocephalus solute carrier family 26 member 5 (SLC26A5), transcript variant X2, mRNA","3584"
